,0,20,40,60,80
1,78,64,89,95,57
2,72,68,31,25,58
3,78,77,45,0,4
4,71,71,75,76,56
5,61,81,74,100,101
6,72,63,78,71,79
7,74,69,83,89,108
8,76,71,65,84,72
9,74,84,89,96,102
10,64,72,91,84,83
